WO_NO,CUSTOMER_NO,CUSTOMER_SITE_NO,WORK_STARTED_DATETIME,WORK_FINISHED_DATETIME,PRIORITY_ID,CONTRACT,PM_NO,ALERT_EVENT_ID,EVENT_TIME,Priority,EVENT_DESCRIPTION,HWID,response_hours
51791060,100000413,998389833,2023-10-11 07:30:00,11.10.2023 15:30,,SP,,,,,,,
51822397,100279959,999154922,2023-10-11 08:00:00,11.10.2023 16:00,,SP,,,,,,,
51791872,100000413,998389833,2023-10-11 08:01:00,11.10.2023 14:00,,SP,,,,,,,
51822649,100279959,999154922,2023-10-11 09:02:00,11.10.2023 9:38,,SP,,,,,,,
51822462,100279959,999154922,2023-10-11 09:18:00,11.10.2023 13:07,,SP,,,,,,,
51771410,100279959,999154922,2023-10-11 10:00:00,12.10.2023 7:04,3.0,KT,,,,,,,
51822738,100279959,999154922,2023-10-11 10:02:00,11.10.2023 14:17,,SP,,,,,,,
51792215,100000413,998389833,2023-10-11 10:08:00,11.10.2023 13:47,,SP,,,,,,,
51791432,100000413,998389833,2023-10-11 10:08:00,11.10.2023 13:47,,SP,,,,,,,
51822640,100279959,999154922,2023-10-11 10:08:00,11.10.2023 14:17,,SP,,,,,,,
51772736,100000413,998389833,2023-10-11 10:41:00,11.10.2023 12:17,4.0,KH,,,,,,,
51822729,100279959,999154922,2023-10-11 10:54:00,11.10.2023 14:15,,SP,,,,,,,
6138992,100000413,998389833,2023-10-11 12:17:00,11.10.2023 12:18,3.0,KH,534334.0,,,,,,
51806556,100000413,998389833,2023-10-12 05:00:00,12.10.2023 11:00,,SP,,,,,,,
51822480,100279959,999154922,2023-10-12 05:00:00,12.10.2023 13:00,,SP,,,,,,,
51822714,100279959,999154922,2023-10-12 05:00:00,12.10.2023 13:00,,SP,,,,,,,
51822755,100279959,999154922,2023-10-12 05:18:00,12.10.2023 13:18,,SP,,,,,,,
51822678,100279959,999154922,2023-10-12 05:30:00,12.10.2023 7:22,,SP,,,,,,,
51822748,100279959,999154922,2023-10-12 05:30:00,12.10.2023 13:30,,SP,,,,,,,
51822785,100279959,999154922,2023-10-12 05:30:00,12.10.2023 13:30,,SP,,,,,,,
51804538,100000413,998389833,2023-10-12 05:45:00,12.10.2023 6:35,,SP,,,,,,,
51822590,100279959,999154922,2023-10-12 05:46:00,12.10.2023 13:46,,SP,,,,,,,
51803262,100000413,998389833,2023-10-12 06:00:00,12.10.2023 14:00,,SP,,,,,,,
51803116,100000413,998389833,2023-10-12 06:00:00,12.10.2023 8:02,,SP,,,,,,,
51806796,100000413,998389833,2023-10-12 06:00:00,12.10.2023 14:00,,SP,,,,,,,
51803020,100000413,998389833,2023-10-12 06:00:00,12.10.2023 14:00,,SP,,,,,,,
51804361,100000413,998389833,2023-10-12 06:00:00,12.10.2023 6:35,,SP,,,,,,,
51806798,100000413,998389833,2023-10-12 06:00:00,12.10.2023 9:27,,SP,,,,,,,
51773325,100279959,999154922,2023-10-12 06:59:00,12.10.2023 11:29,3.0,KT,,,,,,,
51633116,100279959,999154922,2023-10-12 07:14:00,13.10.2023 15:24,3.0,KT,,,,,,,
51822666,100279959,999154922,2023-10-12 07:22:00,12.10.2023 13:30,,SP,,,,,,,
6145333,100000413,998389833,2023-10-12 07:27:00,12.10.2023 10:01,2.0,KH,534323.0,,,,,,
51784343,100000413,998389833,2023-10-12 07:47:00,12.10.2023 10:02,4.0,KH,,,,,,,
51822408,100279959,999154922,2023-10-12 08:00:00,12.10.2023 16:00,,SP,,,,,,,
51803071,100000413,998389833,2023-10-12 08:02:00,12.10.2023 14:00,,SP,,,,,,,
51804728,100000413,998389833,2023-10-12 08:08:00,12.10.2023 16:00,,SP,,,,,,,
51784744,100279959,999154922,2023-10-12 09:13:00,12.10.2023 12:46,4.0,KH,,,,,,,
51806743,100000413,998389833,2023-10-12 09:57:00,12.10.2023 13:45,,SP,,,,,,,
6145336,100000413,998389833,2023-10-12 10:11:00,12.10.2023 14:03,3.0,KH,534326.0,,,,,,
51803293,100000413,998389833,2023-10-12 11:10:00,12.10.2023 11:40,,SP,,,,,,,
51822487,100279959,999154922,2023-10-13 04:50:00,13.10.2023 12:50,,SP,,,,,,,
51821916,100000413,998389833,2023-10-13 05:00:00,13.10.2023 11:00,,SP,,,,,,,
51822722,100279959,999154922,2023-10-13 05:00:00,13.10.2023 13:00,,SP,,,,,,,
51822601,100279959,999154922,2023-10-13 05:00:00,13.10.2023 11:45,,SP,,,,,,,
51821884,100279959,999154922,2023-10-13 05:18:00,13.10.2023 13:18,,SP,,,,,,,
51822063,100000413,998389833,2023-10-13 05:27:00,13.10.2023 6:04,,SP,,,,,,,
51822700,100279959,999154922,2023-10-13 05:30:00,13.10.2023 7:36,,SP,,,,,,,
51822787,100279959,999154922,2023-10-13 05:30:00,13.10.2023 13:30,,SP,,,,,,,
51822249,100000413,998389833,2023-10-13 05:46:00,13.10.2023 6:05,,SP,,,,,,,
51821981,100000413,998389833,2023-10-13 06:00:00,13.10.2023 13:30,,SP,,,,,,,
51822223,100000413,998389833,2023-10-13 06:00:00,13.10.2023 14:00,,SP,,,,,,,
51822195,100000413,998389833,2023-10-13 06:00:00,13.10.2023 14:22,,SP,,,,,,,
51822310,100000413,998389833,2023-10-13 06:00:00,13.10.2023 13:30,,SP,,,,,,,
51821999,100000413,998389833,2023-10-13 06:00:00,13.10.2023 7:58,,SP,,,,,,,
51578274,100279959,999154922,2023-10-13 06:56:00,13.10.2023 8:50,4.0,KH,,,,,,,
51822301,100000413,998389833,2023-10-13 07:30:00,13.10.2023 16:00,,SP,,,,,,,
51822689,100279959,999154922,2023-10-13 07:36:00,13.10.2023 13:30,,SP,,,,,,,
51821993,100000413,998389833,2023-10-13 07:58:00,13.10.2023 14:00,,SP,,,,,,,
51822086,100000413,998389833,2023-10-13 08:03:00,13.10.2023 8:32,,SP,,,,,,,
51822268,100000413,998389833,2023-10-13 08:04:00,13.10.2023 8:34,,SP,,,,,,,
51822050,100000413,998389833,2023-10-13 08:04:00,13.10.2023 8:33,,SP,,,,,,,
51822760,100279959,999154922,2023-10-13 08:15:00,13.10.2023 11:52,,SP,,,,,,,
51822058,100000413,998389833,2023-10-13 08:33:00,13.10.2023 9:15,,SP,,,,,,,
51796690,100000413,998389833,2023-10-13 08:35:00,13.10.2023 12:27,4.0,KH,,,,,,,
6035998,100279959,999154922,2023-10-13 09:25:00,30.10.2023 15:39,5.0,KT,462824.0,,,,,,
51822235,100000413,998389833,2023-10-13 10:28:00,13.10.2023 11:06,,SP,,,,,,,
51822293,100000413,998389833,2023-10-13 11:04:00,13.10.2023 13:16,,SP,,,,,,,
51822752,100279959,999154922,2023-10-13 12:22:00,13.10.2023 16:00,,SP,,,,,,,
51771434,100279959,999154922,2023-10-13 13:11:00,13.10.2023 13:11,3.0,KT,,,,,,,
51823083,100279959,999154922,2023-10-16 04:05:00,16.10.2023 4:05,3.0,KH,,,,,,,
51848854,100000413,998389833,2023-10-16 05:00:00,16.10.2023 11:30,,SP,,,,,,,
51874724,100279959,999154922,2023-10-16 05:00:00,16.10.2023 13:00,,SP,,,,,,,
51875066,100279959,999154922,2023-10-16 05:00:00,16.10.2023 11:45,,SP,,,,,,,
51873821,100279959,999154922,2023-10-16 05:00:00,16.10.2023 13:00,,SP,,,,,,,
51873745,100279959,999154922,2023-10-16 05:18:00,16.10.2023 13:18,,SP,,,,,,,
51850749,100000413,998389833,2023-10-16 05:22:00,16.10.2023 6:30,,SP,,,,,,,
51850220,100000413,998389833,2023-10-16 05:23:00,16.10.2023 6:30,,SP,,,,,,,
51873687,100279959,999154922,2023-10-16 05:30:00,16.10.2023 7:43,,SP,,,,,,,
51874329,100279959,999154922,2023-10-16 05:30:00,16.10.2023 13:30,,SP,,,,,,,
51850873,100000413,998389833,2023-10-16 06:00:00,16.10.2023 14:24,,SP,,,,,,,
51849312,100000413,998389833,2023-10-16 06:00:00,16.10.2023 7:59,,SP,,,,,,,
51849235,100000413,998389833,2023-10-16 06:00:00,16.10.2023 14:00,,SP,,,,,,,
51850812,100000413,998389833,2023-10-16 06:00:00,16.10.2023 14:00,,SP,,,,,,,
51850790,100000413,998389833,2023-10-16 06:50:00,16.10.2023 8:34,,SP,,,,,,,
51850274,100000413,998389833,2023-10-16 06:50:00,16.10.2023 9:44,,SP,,,,,,,
51798808,100279959,999154922,2023-10-16 06:56:00,19.10.2023 14:07,3.0,KT,,,,,,,
51798802,100279959,999154922,2023-10-16 06:57:00,18.10.2023 15:31,3.0,KT,,,,,,,
51796329,100279959,999154922,2023-10-16 06:59:00,24.10.2023 10:27,3.0,KT,,,,,,,
51848439,100000413,998389833,2023-10-16 07:00:00,16.10.2023 10:37,,SP,,,,,,,
51777536,100279959,999154922,2023-10-16 07:00:00,17.10.2023 10:08,3.0,KH,,,,,,,
51851359,100000413,998389833,2023-10-16 07:03:00,16.10.2023 10:37,,SP,,,,,,,
51849936,100000413,998389833,2023-10-16 07:19:00,16.10.2023 11:50,,SP,,,,,,,
51850754,100000413,998389833,2023-10-16 07:30:00,16.10.2023 15:30,,SP,,,,,,,
51873679,100279959,999154922,2023-10-16 07:43:00,16.10.2023 13:30,,SP,,,,,,,
51849272,100000413,998389833,2023-10-16 07:59:00,16.10.2023 14:00,,SP,,,,,,,
51873806,100279959,999154922,2023-10-16 08:00:00,16.10.2023 16:00,,SP,,,,,,,
51819232,100279959,999154922,2023-10-16 08:38:00,16.10.2023 8:38,4.0,KH,,,,,,,
51808119,100000413,998389833,2023-10-16 09:00:00,16.10.2023 9:00,3.0,KT,,,,,,,
51808396,100000413,998389833,2023-10-16 09:00:00,16.10.2023 9:00,3.0,KT,,,,,,,
51785471,100000413,998389833,2023-10-16 09:04:00,16.10.2023 9:04,4.0,KH,,,,,,,
51781928,100000413,998389833,2023-10-16 09:04:00,16.10.2023 9:04,3.0,KH,,,,,,,
51785854,100000413,998389833,2023-10-16 09:04:00,16.10.2023 9:04,4.0,KH,,,,,,,
51824848,100000413,998389833,2023-10-16 09:16:00,16.10.2023 11:16,4.0,KH,,,,,,,
51851351,100000413,998389833,2023-10-16 11:07:00,16.10.2023 14:55,,SP,,,,,,,
51848411,100000413,998389833,2023-10-16 11:07:00,16.10.2023 14:55,,SP,,,,,,,
51774597,100000413,998389833,2023-10-16 11:25:00,16.10.2023 11:25,4.0,KT,,,,,,,
51774610,100000413,998389833,2023-10-16 11:26:00,16.10.2023 11:26,4.0,KT,,,,,,,
6148766,100000413,998389833,2023-10-16 11:42:00,16.10.2023 12:57,3.0,KH,534334.0,,,,,,
51849881,100000413,998389833,2023-10-16 12:20:00,16.10.2023 13:52,,SP,,,,,,,
51825756,100279959,999154922,2023-10-16 14:59:00,16.10.2023 15:00,6.0,KH,,,,,,,
51861916,100000413,998389833,2023-10-17 05:00:00,17.10.2023 6:48,,SP,,,,,,,
51875157,100279959,999154922,2023-10-17 05:00:00,17.10.2023 12:00,,SP,,,,,,,
51873841,100279959,999154922,2023-10-17 05:00:00,17.10.2023 13:00,,SP,,,,,,,
51874811,100279959,999154922,2023-10-17 05:00:00,17.10.2023 8:28,,SP,,,,,,,
51873755,100279959,999154922,2023-10-17 05:18:00,17.10.2023 13:18,,SP,,,,,,,
51874378,100279959,999154922,2023-10-17 05:30:00,17.10.2023 13:30,,SP,,,,,,,
51873709,100279959,999154922,2023-10-17 05:30:00,17.10.2023 7:23,,SP,,,,,,,
51861023,100000413,998389833,2023-10-17 06:00:00,17.10.2023 14:00,,SP,,,,,,,
51863012,100000413,998389833,2023-10-17 06:00:00,17.10.2023 14:00,,SP,,,,,,,
51863858,100000413,998389833,2023-10-17 06:00:00,17.10.2023 8:05,,SP,,,,,,,
51861907,100000413,998389833,2023-10-17 06:00:00,17.10.2023 14:27,,SP,,,,,,,
51862825,100000413,998389833,2023-10-17 06:50:00,17.10.2023 10:28,,SP,,,,,,,
51862394,100000413,998389833,2023-10-17 06:50:00,17.10.2023 10:30,,SP,,,,,,,
51824857,100279959,999154922,2023-10-17 06:57:00,17.10.2023 8:01,4.0,KH,,,,,,,
51824520,100279959,999154922,2023-10-17 07:00:00,10.11.2023 12:35,3.0,KT,,,,,,,
51864039,100000413,998389833,2023-10-17 07:12:00,17.10.2023 10:30,,SP,,,,,,,
51873701,100279959,999154922,2023-10-17 07:23:00,17.10.2023 13:30,,SP,,,,,,,
51864437,100000413,998389833,2023-10-17 07:30:00,17.10.2023 15:30,,SP,,,,,,,
51863871,100000413,998389833,2023-10-17 07:33:00,17.10.2023 8:27,,SP,,,,,,,
51860407,100000413,998389833,2023-10-17 07:33:00,17.10.2023 8:28,,SP,,,,,,,
51841563,100000413,998389833,2023-10-17 07:35:00,17.10.2023 10:42,4.0,KH,,,,,,,
6151758,100000413,998389833,2023-10-17 07:38:00,17.10.2023 10:04,2.0,KH,534323.0,,,,,,
51873946,100279959,999154922,2023-10-17 08:00:00,17.10.2023 11:25,,SP,,,,,,,
51826286,100279959,999154922,2023-10-17 08:01:00,17.10.2023 8:01,4.0,KH,,,,,,,
51863841,100000413,998389833,2023-10-17 08:05:00,17.10.2023 14:00,,SP,,,,,,,
51862026,100000413,998389833,2023-10-17 08:50:00,17.10.2023 11:00,,SP,,,,,,,
51874839,100279959,999154922,2023-10-17 08:58:00,17.10.2023 13:00,,SP,,,,,,,
51827477,100000413,998389833,2023-10-17 10:04:00,17.10.2023 10:48,4.0,KH,,,,,,,
51862868,100000413,998389833,2023-10-17 10:58:00,17.10.2023 14:49,,SP,,,,,,,
51863963,100000413,998389833,2023-10-17 11:00:00,17.10.2023 13:50,,SP,,,,,,,
51862349,100000413,998389833,2023-10-17 11:00:00,17.10.2023 14:49,,SP,,,,,,,
51873889,100279959,999154922,2023-10-17 11:55:00,17.10.2023 16:00,,SP,,,,,,,
51875544,100000413,998389833,2023-10-18 05:00:00,18.10.2023 11:23,,SP,,,,,,,
51874880,100279959,999154922,2023-10-18 05:00:00,18.10.2023 12:30,,SP,,,,,,,
51873865,100279959,999154922,2023-10-18 05:00:00,18.10.2023 13:00,,SP,,,,,,,
51875282,100279959,999154922,2023-10-18 05:10:00,18.10.2023 13:10,,SP,,,,,,,
51873843,100279959,999154922,2023-10-18 05:18:00,18.10.2023 13:18,,SP,,,,,,,
51873802,100279959,999154922,2023-10-18 05:30:00,18.10.2023 7:55,,SP,,,,,,,
51874429,100279959,999154922,2023-10-18 05:30:00,18.10.2023 13:30,,SP,,,,,,,
51876932,100000413,998389833,2023-10-18 05:51:00,18.10.2023 6:14,,SP,,,,,,,
51876988,100000413,998389833,2023-10-18 06:00:00,18.10.2023 9:27,,SP,,,,,,,
51876307,100000413,998389833,2023-10-18 06:00:00,18.10.2023 13:30,,SP,,,,,,,
51876401,100000413,998389833,2023-10-18 06:00:00,18.10.2023 7:58,,SP,,,,,,,
51874476,100000413,998389833,2023-10-18 06:00:00,18.10.2023 14:00,,SP,,,,,,,
51873571,100000413,998389833,2023-10-18 06:49:00,18.10.2023 10:30,,SP,,,,,,,
51873850,100000413,998389833,2023-10-18 06:49:00,18.10.2023 10:21,,SP,,,,,,,
51825765,100279959,999154922,2023-10-18 07:02:00,23.10.2023 9:08,4.0,KH,,,,,,,
51874284,100000413,998389833,2023-10-18 07:09:00,18.10.2023 10:26,,SP,,,,,,,
51874433,100000413,998389833,2023-10-18 07:30:00,18.10.2023 15:30,,SP,,,,,,,
51873809,100279959,999154922,2023-10-18 07:55:00,18.10.2023 13:00,,SP,,,,,,,
51876349,100000413,998389833,2023-10-18 07:58:00,18.10.2023 14:00,,SP,,,,,,,
51873989,100279959,999154922,2023-10-18 08:00:00,18.10.2023 15:30,,SP,,,,,,,
51853015,100000413,998389833,2023-10-18 08:02:00,18.10.2023 9:53,4.0,KH,,,,,,,
51853934,100000413,998389833,2023-10-18 09:56:00,18.10.2023 12:15,4.0,KH,,,,,,,
51876976,100000413,998389833,2023-10-18 09:57:00,18.10.2023 13:54,,SP,,,,,,,
51873766,100000413,998389833,2023-10-18 10:51:00,18.10.2023 15:18,,SP,,,,,,,
51874245,100000413,998389833,2023-10-18 10:56:00,18.10.2023 14:54,,SP,,,,,,,
51873501,100000413,998389833,2023-10-18 11:00:00,18.10.2023 15:18,,SP,,,,,,,
51887634,100000413,998389833,2023-10-19 04:46:00,19.10.2023 6:18,,SP,,,,,,,
51888385,100000413,998389833,2023-10-19 04:46:00,19.10.2023 6:18,,SP,,,,,,,
51886071,100000413,998389833,2023-10-19 05:00:00,19.10.2023 11:00,,SP,,,,,,,
51904512,100279959,999154922,2023-10-19 05:00:00,19.10.2023 8:40,,SP,,,,,,,
51905030,100279959,999154922,2023-10-19 05:00:00,19.10.2023 8:38,,SP,,,,,,,
51905006,100279959,999154922,2023-10-19 05:00:00,19.10.2023 12:30,,SP,,,,,,,
51904814,100279959,999154922,2023-10-19 05:18:00,19.10.2023 13:18,,SP,,,,,,,
51905077,100279959,999154922,2023-10-19 05:30:00,19.10.2023 7:20,,SP,,,,,,,
51904591,100279959,999154922,2023-10-19 05:30:00,19.10.2023 9:12,,SP,,,,,,,
51888078,100000413,998389833,2023-10-19 06:00:00,19.10.2023 14:00,,SP,,,,,,,
51887367,100000413,998389833,2023-10-19 06:00:00,19.10.2023 9:28,,SP,,,,,,,
51886579,100000413,998389833,2023-10-19 06:00:00,19.10.2023 8:03,,SP,,,,,,,
51889079,100000413,998389833,2023-10-19 06:49:00,19.10.2023 10:20,,SP,,,,,,,
51889034,100000413,998389833,2023-10-19 06:49:00,19.10.2023 10:22,,SP,,,,,,,
51889676,100000413,998389833,2023-10-19 07:09:00,19.10.2023 10:30,,SP,,,,,,,
51826960,100279959,999154922,2023-10-19 07:13:00,26.10.2023 14:26,4.0,KH,,,,,,,
51904484,100279959,999154922,2023-10-19 07:20:00,19.10.2023 13:00,,SP,,,,,,,
51887988,100000413,998389833,2023-10-19 07:30:00,19.10.2023 15:30,,SP,,,,,,,
6155430,100000413,998389833,2023-10-19 07:52:00,19.10.2023 10:23,2.0,KH,534323.0,,,,,,
51904985,100279959,999154922,2023-10-19 08:00:00,19.10.2023 15:30,,SP,,,,,,,
51886525,100000413,998389833,2023-10-19 08:03:00,19.10.2023 14:00,,SP,,,,,,,
51905026,100279959,999154922,2023-10-19 09:08:00,19.10.2023 13:00,,SP,,,,,,,
51904522,100279959,999154922,2023-10-19 09:10:00,19.10.2023 13:00,,SP,,,,,,,
51904584,100279959,999154922,2023-10-19 09:42:00,19.10.2023 13:30,,SP,,,,,,,
51887308,100000413,998389833,2023-10-19 09:58:00,19.10.2023 13:55,,SP,,,,,,,
51889122,100000413,998389833,2023-10-19 10:50:00,19.10.2023 16:24,,SP,,,,,,,
51889000,100000413,998389833,2023-10-19 10:52:00,19.10.2023 16:26,,SP,,,,,,,
51889657,100000413,998389833,2023-10-19 11:00:00,19.10.2023 16:10,,SP,,,,,,,
6155433,100000413,998389833,2023-10-19 11:17:00,19.10.2023 14:01,3.0,KH,534326.0,,,,,,
51905011,100279959,999154922,2023-10-20 04:00:00,20.10.2023 8:19,,SP,,,,,,,
51916475,100000413,998389833,2023-10-20 05:00:00,20.10.2023 11:00,,SP,,,,,,,
51904529,100279959,999154922,2023-10-20 05:00:00,20.10.2023 8:38,,SP,,,,,,,
51905035,100279959,999154922,2023-10-20 05:00:00,20.10.2023 13:00,,SP,,,,,,,
51904500,100279959,999154922,2023-10-20 05:17:00,20.10.2023 7:47,,SP,,,,,,,
51904818,100279959,999154922,2023-10-20 05:18:00,20.10.2023 13:18,,SP,,,,,,,
51904597,100279959,999154922,2023-10-20 05:30:00,20.10.2023 13:30,,SP,,,,,,,
51915581,100000413,998389833,2023-10-20 06:00:00,20.10.2023 14:00,,SP,,,,,,,
51917736,100000413,998389833,2023-10-20 06:00:00,20.10.2023 14:26,,SP,,,,,,,
51918486,100000413,998389833,2023-10-20 06:00:00,20.10.2023 8:00,,SP,,,,,,,
51918415,100000413,998389833,2023-10-20 06:00:00,20.10.2023 13:36,,SP,,,,,,,
51869215,100279959,999154922,2023-10-20 06:57:00,20.10.2023 7:52,2.0,KH,,,,,,,
51912974,100000413,998389833,2023-10-20 07:17:00,20.10.2023 10:18,,SP,,,,,,,
51914450,100000413,998389833,2023-10-20 07:17:00,20.10.2023 10:18,,SP,,,,,,,
51915017,100000413,998389833,2023-10-20 07:30:00,20.10.2023 16:00,,SP,,,,,,,
51904506,100279959,999154922,2023-10-20 07:47:00,20.10.2023 9:08,,SP,,,,,,,
51869201,100279959,999154922,2023-10-20 07:52:00,20.10.2023 7:52,2.0,KH,,,,,,,
51869239,100279959,999154922,2023-10-20 07:53:00,20.10.2023 7:54,2.0,KH,,,,,,,
51918445,100000413,998389833,2023-10-20 08:00:00,20.10.2023 14:00,,SP,,,,,,,
51970659,100279959,999154922,2023-10-20 08:00:00,20.10.2023 15:30,,SP,,,,,,,
51904561,100279959,999154922,2023-10-20 08:13:00,20.10.2023 11:51,,SP,,,,,,,
51914937,100000413,998389833,2023-10-20 08:33:00,20.10.2023 13:56,,SP,,,,,,,
51905017,100279959,999154922,2023-10-20 08:49:00,20.10.2023 12:00,,SP,,,,,,,
51904536,100279959,999154922,2023-10-20 09:08:00,20.10.2023 13:00,,SP,,,,,,,
51869899,100000413,998389833,2023-10-20 09:19:00,24.10.2023 8:43,3.0,KT,,,,,,,
51855565,100000413,998389833,2023-10-20 09:19:00,27.12.2023 14:44,4.0,KH,,,,,,,
51865484,100000413,998389833,2023-10-20 09:19:00,20.10.2023 12:13,4.0,KH,,,,,,,
51844797,100000413,998389833,2023-10-20 09:20:00,20.10.2023 12:13,4.0,KH,,,,,,,
51843744,100000413,998389833,2023-10-20 09:20:00,31.10.2023 14:45,4.0,KH,,,,,,,
51904489,100279959,999154922,2023-10-20 09:38:00,20.10.2023 13:17,,SP,,,,,,,
51880043,100000413,998389833,2023-10-20 10:04:00,20.10.2023 12:05,4.0,KH,,,,,,,
51880259,100000413,998389833,2023-10-20 10:28:00,20.10.2023 12:13,4.0,KH,,,,,,,
51914374,100000413,998389833,2023-10-20 10:48:00,20.10.2023 13:50,,SP,,,,,,,
51912967,100000413,998389833,2023-10-20 10:48:00,20.10.2023 13:50,,SP,,,,,,,
51880657,100279959,999154922,2023-10-20 11:30:00,20.10.2023 11:30,4.0,KH,,,,,,,
51869249,100279959,999154922,2023-10-20 11:35:00,20.10.2023 11:35,2.0,KH,,,,,,,
6151966,100279959,999154922,2023-10-20 11:36:00,20.10.2023 14:59,3.0,KH,430479.0,,,,,,
51869243,100279959,999154922,2023-10-20 11:36:00,20.10.2023 11:36,2.0,KH,,,,,,,
51904554,100279959,999154922,2023-10-20 12:21:00,20.10.2023 16:13,,SP,,,,,,,
51362695,100279959,999154922,2023-10-20 12:34:00,20.10.2023 12:34,3.0,KT,,,,,,,
51362696,100279959,999154922,2023-10-20 12:34:00,20.10.2023 12:34,3.0,KT,,,,,,,
51857852,100000413,998389833,2023-10-20 15:01:00,20.10.2023 15:01,2.0,KH,,,,,,,
51929519,100000413,998389833,2023-10-23 04:15:00,23.10.2023 5:00,,SP,,,,,,,
51931589,100000413,998389833,2023-10-23 04:56:00,23.10.2023 6:20,,SP,,,,,,,
51929559,100000413,998389833,2023-10-23 05:00:00,23.10.2023 11:30,,SP,,,,,,,
51942617,100279959,999154922,2023-10-23 05:00:00,23.10.2023 13:00,,SP,,,,,,,
51946256,100279959,999154922,2023-10-23 05:00:00,23.10.2023 12:30,,SP,,,,,,,
51941510,100279959,999154922,2023-10-23 05:00:00,23.10.2023 13:00,,SP,,,,,,,
51942764,100279959,999154922,2023-10-23 05:18:00,23.10.2023 13:18,,SP,,,,,,,
51944589,100279959,999154922,2023-10-23 05:30:00,23.10.2023 13:30,,SP,,,,,,,
51940906,100279959,999154922,2023-10-23 05:30:00,23.10.2023 7:45,,SP,,,,,,,
51931553,100000413,998389833,2023-10-23 05:45:00,23.10.2023 5:57,,SP,,,,,,,
51932231,100000413,998389833,2023-10-23 05:47:00,23.10.2023 7:54,,SP,,,,,,,
51931315,100000413,998389833,2023-10-23 06:00:00,23.10.2023 14:25,,SP,,,,,,,
51928247,100000413,998389833,2023-10-23 06:00:00,23.10.2023 14:00,,SP,,,,,,,
51931944,100000413,998389833,2023-10-23 06:00:00,23.10.2023 8:00,,SP,,,,,,,
51931637,100000413,998389833,2023-10-23 06:00:00,23.10.2023 14:00,,SP,,,,,,,
51942966,100279959,999154922,2023-10-23 06:51:00,23.10.2023 10:40,,SP,,,,,,,
51879342,100279959,999154922,2023-10-23 06:56:00,23.10.2023 6:58,2.0,KH,,,,,,,
51927337,100000413,998389833,2023-10-23 07:00:00,23.10.2023 10:19,,SP,,,,,,,
51943305,100279959,999154922,2023-10-23 07:00:00,23.10.2023 10:41,,SP,,,,,,,
51928220,100000413,998389833,2023-10-23 07:30:00,23.10.2023 15:30,,SP,,,,,,,
51927824,100000413,998389833,2023-10-23 07:35:00,23.10.2023 10:13,,SP,,,,,,,
51940837,100279959,999154922,2023-10-23 07:45:00,23.10.2023 13:30,,SP,,,,,,,
51931906,100000413,998389833,2023-10-23 08:00:00,23.10.2023 14:00,,SP,,,,,,,
51927666,100000413,998389833,2023-10-23 08:00:00,23.10.2023 16:00,,SP,,,,,,,
51943983,100279959,999154922,2023-10-23 08:00:00,23.10.2023 15:30,,SP,,,,,,,
51906898,100279959,999154922,2023-10-23 09:02:00,23.10.2023 9:03,4.0,KH,,,,,,,
51392968,100279959,999154922,2023-10-23 09:08:00,23.10.2023 13:21,3.0,KT,,,,,,,
51932160,100000413,998389833,2023-10-23 09:39:00,23.10.2023 10:17,,SP,,,,,,,
51907788,100000413,998389833,2023-10-23 10:36:00,23.10.2023 12:53,4.0,KH,,,,,,,
51927803,100000413,998389833,2023-10-23 10:43:00,23.10.2023 15:11,,SP,,,,,,,
51932195,100000413,998389833,2023-10-23 10:47:00,23.10.2023 15:07,,SP,,,,,,,
51927306,100000413,998389833,2023-10-23 10:49:00,23.10.2023 15:07,,SP,,,,,,,
51942906,100279959,999154922,2023-10-23 11:10:00,23.10.2023 14:51,,SP,,,,,,,
51881974,100000413,998389833,2023-10-23 11:27:00,23.10.2023 11:27,4.0,KT,,,,,,,
51943230,100279959,999154922,2023-10-23 11:31:00,23.10.2023 14:53,,SP,,,,,,,
51866213,100279959,999154922,2023-10-23 14:38:00,30.10.2023 14:05,3.0,KT,,,,,,,
51942433,100000413,998389833,2023-10-24 05:00:00,24.10.2023 11:00,,SP,,,,,,,
51942669,100279959,999154922,2023-10-24 05:00:00,24.10.2023 13:00,,SP,,,,,,,
51941528,100279959,999154922,2023-10-24 05:00:00,24.10.2023 13:00,,SP,,,,,,,
51940915,100279959,999154922,2023-10-24 05:06:00,24.10.2023 13:06,,SP,,,,,,,
51942863,100279959,999154922,2023-10-24 05:18:00,24.10.2023 13:18,,SP,,,,,,,
51944640,100279959,999154922,2023-10-24 05:30:00,24.10.2023 13:30,,SP,,,,,,,
51942417,100279959,999154922,2023-10-24 05:30:00,24.10.2023 7:30,,SP,,,,,,,
51945536,100000413,998389833,2023-10-24 05:44:00,24.10.2023 6:26,,SP,,,,,,,
51945282,100000413,998389833,2023-10-24 06:00:00,24.10.2023 9:39,,SP,,,,,,,
51946345,100000413,998389833,2023-10-24 06:00:00,24.10.2023 13:49,,SP,,,,,,,
51945392,100000413,998389833,2023-10-24 06:00:00,24.10.2023 7:59,,SP,,,,,,,
51941354,100000413,998389833,2023-10-24 06:00:00,24.10.2023 14:27,,SP,,,,,,,
51944250,100000413,998389833,2023-10-24 06:31:00,24.10.2023 10:18,,SP,,,,,,,
51943025,100279959,999154922,2023-10-24 07:00:00,24.10.2023 15:00,,SP,,,,,,,
51943821,100279959,999154922,2023-10-24 07:00:00,24.10.2023 14:30,,SP,,,,,,,
